feature_idx,score,mean_pos,mean_neg,entropy
83723,0.017561638727784157,4.3932294845581055,1.6530591249465942,0.22270937263965607
93827,0.00820638332515955,1.7635418176651,0.030569327995181084,0.23083804547786713
48379,0.006777511909604073,1.480208396911621,0.0014226982602849603,0.22605034708976746
8780,0.006421095225960016,1.546614646911621,0.4548065662384033,0.22477105259895325
125507,0.005906905047595501,1.3882813453674316,0.08347675204277039,0.21405959129333496
33527,0.005682820919901133,1.245833396911621,0.0016288936603814363,0.225220188498497
100933,0.005232289433479309,1.956770896911621,0.0028363962192088366,0.13207082450389862
49038,0.0036637824960052967,0.7979167103767395,0.0024352504406124353,0.22682972252368927
110865,0.0035030622966587543,0.9546875357627869,0.6743806600570679,0.22881318628787994
29649,0.003346069483086467,0.8002604842185974,0.0174519345164299,0.2078382670879364
12013,0.0026876828633248806,0.7039062976837158,0.035697877407073975,0.19187545776367188
97500,0.0025425462517887354,0.5557292103767395,0.008196481503546238,0.22680385410785675
116891,0.0025297615211457014,0.7627604603767395,0.45037952065467834,0.20357321202754974
124185,0.0019389067310839891,0.43020835518836975,0.03468044102191925,0.22788405418395996
86517,0.0014066966250538826,0.35885417461395264,0.07830661535263062,0.20820990204811096
25198,0.0012123228516429663,0.2763020992279053,0.059193577617406845,0.2310248464345932
108012,0.0009854178642854095,0.23671875894069672,0.025481440126895905,0.21272768080234528
16440,0.0009509595111012459,0.2447916865348816,0.0013615848729386926,0.1921093612909317
59778,0.0008151254151016474,0.3187500238418579,0.4369482696056366,0.21880517899990082
4365,0.0007331742672249675,0.23281250894069672,0.0020346881356090307,0.15601997077465057
119351,0.0006968142115511,0.5828125476837158,0.0004791949177160859,0.05906492471694946
28425,0.0005879843956790864,0.26875001192092896,0.00028486730298027396,0.10805333405733109
87212,0.00035601662239059806,0.13072916865348816,0.003878762712702155,0.1364138126373291
75436,0.00031515926821157336,0.15989583730697632,0.0374259389936924,0.11309030652046204
91719,0.0003050157392863184,0.09973958879709244,0.05011044815182686,0.1848694384098053
58313,0.00029260528390295804,0.16197916865348816,0.00388636183924973,0.09077770262956619
130192,0.0002879505045711994,0.11562500894069672,0.014988034963607788,0.13166889548301697
29513,0.0002679640019778162,0.09010417014360428,0.0004237184184603393,0.14709684252738953
110534,0.00026202385197393596,0.09843750298023224,0.03354261815547943,0.15439099073410034
66489,0.0002555859100539237,0.08567708730697632,0.011892203241586685,0.15660837292671204
114128,-0.0,0.0,0.0,-0.0
74894,-0.0,0.0,0.0,-0.0
44036,-0.0,0.0,0.0,-0.0
114121,-0.0,0.0,0.0,-0.0
23834,-0.0,0.0,0.0,-0.0
127578,-0.0,0.0,0.0,-0.0
43986,-0.0,0.0,0.0,-0.0
87576,-0.0,0.0,0.0,-0.0
87531,-0.0,0.0,0.0,-0.0
87473,-0.0,0.0,0.0,-0.0
87438,-0.0,0.0,0.0,-0.0
87430,-0.0,0.0,0.0,-0.0
87463,-0.0,0.0,0.0,-0.0
3430,-0.0,0.0,0.0,-0.0
87475,-0.0,0.0,0.0,-0.0
74977,-0.0,0.0,0.0,-0.0
129749,-0.0,0.0,0.0,-0.0
97451,-0.0,0.0,0.0,-0.0
44041,-0.0,0.0,0.0,-0.0
102317,-0.0,0.0,0.0,-0.0
102315,-0.0,0.0,0.0,-0.0
9329,-0.0,0.0,0.0,-0.0
74932,-0.0,0.0,0.0,-0.0
9325,-0.0,0.0,0.0,-0.0
3425,-0.0,0.0,0.0,-0.0
74753,-0.0,0.0,0.0,-0.0
102383,-0.0,0.0,0.0,-0.0
74626,-0.0,0.0,0.0,-0.0
74685,-0.0,0.0,0.0,-0.0
102407,-0.0,0.0,0.0,-0.0
102406,-0.0,0.0,0.0,-0.0
74646,-0.0,0.0,0.0,-0.0
74704,-0.0,0.0,0.0,-0.0
9393,-0.0,0.0,0.0,-0.0
114071,-0.0,0.0,0.0,-0.0
44253,-0.0,0.0,0.0,-0.0
44221,-0.0,0.0,0.0,-0.0
74616,-0.0,0.0,0.0,-0.0
9483,-0.0,0.0,0.0,-0.0
74603,-0.0,0.0,0.0,-0.0
102437,-0.0,0.0,0.0,-0.0
117581,-0.0,0.0,0.0,-0.0
34935,-0.0,0.0,0.0,-0.0
9468,-0.0,0.0,0.0,-0.0
102341,-0.0,0.0,0.0,-0.0
23786,-0.0,0.0,0.0,-0.0
44080,-0.0,0.0,0.0,-0.0
102349,-0.0,0.0,0.0,-0.0
102274,-0.0,0.0,0.0,-0.0
127565,-0.0,0.0,0.0,-0.0
23767,-0.0,0.0,0.0,-0.0
23773,-0.0,0.0,0.0,-0.0
23753,-0.0,0.0,0.0,-0.0
87539,-0.0,0.0,0.0,-0.0
122010,-0.0,0.0,0.0,-0.0
74776,-0.0,0.0,0.0,-0.0
102394,-0.0,0.0,0.0,-0.0
34997,-0.0,0.0,0.0,-0.0
87511,-0.0,0.0,0.0,-0.0
117515,-0.0,0.0,0.0,-0.0
117513,-0.0,0.0,0.0,-0.0
35059,-0.0,0.0,0.0,-0.0
87543,-0.0,0.0,0.0,-0.0
122012,-0.0,0.0,0.0,-0.0
87280,-0.0,0.0,0.0,-0.0
27890,-0.0,0.0,0.0,-0.0
27881,-0.0,0.0,0.0,-0.0
121940,-0.0,0.0,0.0,-0.0
75293,-0.0,0.0,0.0,-0.0
75322,-0.0,0.0,0.0,-0.0
