feature_idx,score,mean_pos,mean_neg,entropy
68970,0.005267807748168707,3.157294988632202,1.2786242961883545,0.9940353035926819
63916,0.0028111240826547146,1.2501325607299805,0.004175232723355293,0.9801629185676575
89264,0.0025358106940984726,1.7949583530426025,0.0016922358190640807,0.6150299906730652
53386,0.0016499290941283107,0.9430002570152283,0.007777041289955378,0.7663982510566711
93827,0.0015818681567907333,0.7116281390190125,0.014575398527085781,0.9803150296211243
44904,0.0015684402314946055,1.1438519954681396,0.6752916574478149,0.9876325130462646
48201,0.0015521760797128081,0.7329021096229553,0.01462642289698124,0.9342862963676453
102953,0.0011763920774683356,0.6275477409362793,0.12792503833770752,0.950374960899353
44823,0.0010903824586421251,0.7722276449203491,0.39652150869369507,0.9544163346290588
63851,0.0009956101421266794,0.45882654190063477,0.015014349482953548,0.9653873443603516
34814,0.0009079845040105283,0.42332497239112854,0.002030187053605914,0.9359966516494751
5735,0.0007647533202543855,0.4128389060497284,0.09049371629953384,0.9509111046791077
114050,0.0007635473739355803,0.37433215975761414,0.0054796128533780575,0.896799623966217
1862,0.0006879714201204479,0.6675982475280762,0.0006547279190272093,0.4488249719142914
841,0.0005210309755057096,0.2847948968410492,0.0005637386348098516,0.7969649434089661
92859,0.0004917014157399535,0.7622424364089966,0.0008965946035459638,0.2813234329223633
111275,0.0004904975648969412,0.4223621189594269,0.27058112621307373,0.9296788573265076
111894,0.0004782393225468695,0.614813506603241,0.45137685537338257,0.8249040842056274
98395,0.0004564743721857667,0.7223909497261047,0.06403734534978867,0.33356767892837524
39712,0.0004048332921229303,0.22275687754154205,0.026855526491999626,0.8702902793884277
40101,0.00034587341360747814,0.25212234258651733,0.0018148953095078468,0.6013916730880737
76227,0.000281730288406834,0.5239863395690918,0.0011885152198374271,0.23533645272254944
118990,0.00016635621432214975,0.11199593544006348,0.002738803159445524,0.6622034907341003
107804,0.00015034640091471374,0.19426274299621582,0.0003632497100625187,0.3378252387046814
118242,0.00011772385914810002,0.09289006888866425,0.026884900406003,0.7430059909820557
80249,8.476967923343182e-05,0.0967574417591095,0.00020215792756062,0.38240545988082886
82758,6.340828258544207e-05,0.13150203227996826,0.08443504571914673,0.635278046131134
96221,6.312840559985489e-05,0.043824099004268646,0.010331464000046253,0.7827306389808655
106930,5.906622391194105e-05,0.05473781377077103,0.020222429186105728,0.7141605615615845
89309,5.817981582367793e-05,0.04681096225976944,0.00035037973430007696,0.5454877614974976
118936,5.754631638410501e-05,0.07474933564662933,0.009177399799227715,0.41618940234184265
56394,5.2126510126981884e-05,0.04748334735631943,0.000924611056689173,0.4903363287448883
94236,4.960274964105338e-05,0.12684334814548492,0.0012526126811280847,0.17661643028259277
65756,4.950482616550289e-05,0.04231008142232895,0.00023249979130923748,0.5124995112419128
76674,4.629937029676512e-05,0.07086367160081863,0.0006641705986112356,0.29035958647727966
11532,4.573751357384026e-05,0.0740380734205246,0.000299784675007686,0.27134793996810913
91148,4.049907511216588e-05,0.03136435151100159,0.004889714997261763,0.6648978590965271
30452,3.8203204894671217e-05,0.05783902853727341,0.039313580840826035,0.7377699017524719
28507,3.7415400583995506e-05,0.02451697736978531,0.00044072713353671134,0.675620973110199
51482,3.4034590498777106e-05,0.02218649350106716,0.0015783170238137245,0.714302122592926
4365,3.323721466585994e-05,0.026284852996468544,0.0037507363595068455,0.6445143818855286
47226,3.2046445994637907e-05,0.05089331418275833,0.012686998583376408,0.43907713890075684
45796,3.082179318880662e-05,0.11045676469802856,0.022567126899957657,0.2567708194255829
120219,3.0330165827763267e-05,0.022044695913791656,0.0004953393945470452,0.6132537126541138
78920,2.9588210963993333e-05,0.03312993794679642,0.003428399097174406,0.456999272108078
71797,2.9415425160550512e-05,0.03347756713628769,0.011937865987420082,0.6184834837913513
33235,2.7085323381470516e-05,0.034966424107551575,0.020633893087506294,0.7280046343803406
75746,2.6083032935275696e-05,0.02666221372783184,0.004352486692368984,0.5336554050445557
99368,2.585843685665168e-05,0.053091149777173996,0.023199109360575676,0.5014466047286987
35743,2.460163159412332e-05,0.04024946689605713,0.010856681503355503,0.4446065425872803
74726,2.4244025553343818e-05,0.017607856541872025,0.00013427586236502975,0.6038666367530823
118410,2.2952739527681842e-05,0.03588123619556427,0.0028955964371562004,0.3316894769668579
25895,2.2214600903680548e-05,0.05127524584531784,0.018310056999325752,0.4251013994216919
125870,2.1959767764201388e-05,0.017788531258702278,0.0040703704580664635,0.6885462403297424
110766,2.1854531951248646e-05,0.048327263444662094,0.00903167575597763,0.32054024934768677
40967,1.903103657241445e-05,0.015394008718430996,0.0027653626166284084,0.6567196249961853
83739,1.8508819266571663e-05,0.018728500232100487,0.00025386011111550033,0.4387857913970947
95683,1.8290056686964817e-05,0.23182952404022217,0.001293802517466247,0.03801042214035988
13021,1.8260743672726676e-05,0.01310011651366949,0.001602813834324479,0.6873224377632141
86137,1.7744181604939513e-05,0.036903541535139084,0.0001953407481778413,0.2126210480928421
80274,1.744358814903535e-05,0.01549921277910471,0.00326587725430727,0.6291226148605347
